"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"登录界面功能测试","83585","登录成功场景","testcase","Tue Aug 26 00:15:39 CST 2025","passed","Tue Aug 26 00:17:03 CST 2025","TestAppLogin","test_app_01_login","",""
